0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 240, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 202, 0, 
0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 
0, 0, 0, 0, 0, 2, 5, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 2, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 4, 4, 4, 2, 1, 1, 3, 2, 1, 0, 3, 5, 4, 1, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 3, 2, 1, 0, 1, 2, 3, 3, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
0, 10, 12, 8, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 2, 5, 8, 9, 9, 5, 0, 
0, 46, 69, 61, 46, 23, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 1, 2, 0, 
0, 11, 18, 29, 42, 42, 25, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 
0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 4, 5, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 17, 23, 16, 12, 3, 7, 5, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 11, 32, 51, 61, 55, 57, 47, 43, 29, 18, 0, 
0, 19, 25, 26, 33, 38, 29, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 42, 40, 23, 18, 18, 33, 24, 11, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 0, 0, 0, 0, 6, 26, 47, 55, 47, 32, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 25, 48, 62, 62, 58, 56, 36, 3, 0, 0, 0, 0, 0, 0, 0, 13, 21, 0, 
0, 19, 24, 14, 10, 10, 9, 6, 3, 10, 14, 21, 30, 44, 56, 45, 7, 0, 0, 0, 3, 14, 17, 15, 18, 10, 6, 0, 0, 10, 15, 0, 
0, 0, 0, 0, 7, 19, 15, 0, 1, 12, 29, 39, 41, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 5, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 7, 1, 8, 21, 35, 28, 14, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 1, 9, 16, 18, 11, 0, 0, 0, 
0, 0, 0, 9, 24, 14, 10, 16, 22, 11, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 3, 7, 8, 0, 0, 0, 0, 0, 0, 0, 
0, 55, 73, 52, 22, 9, 14, 18, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 
0, 32, 37, 17, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 35, 66, 62, 38, 14, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 16, 2, 3, 0, 
0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 18, 44, 49, 26, 0, 0, 0, 0, 0, 0, 0, 22, 71, 98, 101, 63, 20, 1, 6, 11, 0, 
0, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 4, 10, 0, 0, 0, 0, 0, 4, 14, 21, 44, 93, 141, 162, 118, 45, 0, 0, 15, 16, 0, 
0, 29, 34, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 59, 80, 74, 53, 34, 18, 14, 9, 10, 11, 33, 30, 0, 
0, 2, 8, 19, 29, 41, 39, 25, 8, 18, 43, 53, 30, 11, 5, 16, 22, 38, 53, 57, 38, 3, 0, 0, 0, 0, 0, 26, 67, 60, 36, 0, 
0, 0, 0, 4, 40, 64, 84, 107, 130, 134, 118, 82, 48, 17, 4, 0, 5, 17, 22, 14, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 
0, 140, 205, 191, 168, 151, 144, 135, 117, 92, 72, 58, 66, 88, 125, 157, 174, 170, 155, 147, 153, 180, 223, 255, 255, 255, 255, 195, 198, 255, 229, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
